254,491
830,694
505,18
671,247
559,302
582,72
246,557
611,651
1039,634
736,830
333,354
189,536
418,879
433,819
967,446
1285,519
692,467
965,257
739,259
492,703
54,404
845,179
462,697
661,257
1215,144
738,190
274,427
1285,166
95,18
1255,186
247,126
36,467
75,603
641,250
1154,238
1121,569
1063,70
1099,754
333,316
1074,598
418,519
710,264
1280,850
658,644
45,315
335,65
375,252
1036,175
634,135
89,474
607,666
651,606
840,869
1191,691
590,632
709,121
874,490
1262,595
991,289
728,72
1096,614
83,187
739,824
892,851
1016,819
1051,32
455,203
965,642
247,350
624,402
721,567
937,875

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
